target,fighter_A_stance_Orthodox,fighter_A_stance_Southpaw,fighter_A_stance_Switch,fighter_B_stance_Orthodox,fighter_B_stance_Southpaw,fighter_B_stance_Switch,is_title_fight_True,is_male_fight_True,weight_class_featherweight,weight_class_flyweight,weight_class_heavyweight,weight_class_light_heavyweight,weight_class_lightweight,weight_class_middleweight,weight_class_strawweight,weight_class_welterweight,diff_wins,diff_losses,diff_fight_age,diff_height_inches,diff_reach_inches,diff_knockdowns,diff_significant_strikes_landed,diff_significant_strikes_thrown,diff_total_strikes_landed,diff_total_strikes_thrown,diff_takedowns_landed,diff_takedowns_thrown,diff_head_strikes_landed,diff_head_strikes_thrown,diff_body_strikes_landed,diff_body_strikes_thrown,diff_leg_strikes_landed,diff_leg_strikes_thrown,diff_distance_strikes_landed,diff_distance_strikes_thrown,diff_clinch_strikes_landed,diff_clinch_strikes_thrown,diff_ground_strikes_landed,diff_ground_strikes_thrown,diff_strike_accuracy,diff_sig_strike_accuracy,diff_takedown_accuracy,diff_head_strike_ratio,diff_body_strike_ratio,diff_leg_strike_ratio,diff_fight_duration,diff_win_rate,diff_knockdown_percentage,diff_ko_rate,diff_submission_rate,diff_finish_rate
0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,5,11,9,-3.0,-6,0,2,-19,2,-19,0,6,7,-12,-8,-12,3,5,1,-21,1,2,0,0,0.15445648320823635,0.07310689310689311,0.4473684210526316,-0.1853832442067736,-0.024064171122994638,-0.07219251336898395,-1.0909090909090908,-0.04545454545454547,-0.004827688651218062,0.18181818181818182,0.18181818181818182,0.6363636363636364
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-5,-1,0,1.0,2,-1,-18,-18,-3,-3,-5,-4,-15,-19,-2,-1,-1,2,-12,-12,-3,-3,-3,-3,-0.013006198629201826,-0.052459785522788294,0.18243243243243246,-0.16478679127554974,0.028311266224638823,0.09558223569180557,0.19999999999999973,-0.20000000000000007,0.0025575447570332483,0.2,0.2,0.2
0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,-6,2.0,5,0,-10,24,-10,24,0,-2,-1,25,-2,2,-7,-3,-15,22,5,2,0,0,0.20351444746709807,0.26459374735236807,-0.25925925925925924,0.4114035087719298,-0.12807017543859647,-0.04210526315789473,-1.6,0.6,0.05,0.6,0.6,0.4
1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,-9,-9,-3,-4.0,-8,0,-22,-166,-22,-166,0,-2,-13,-143,3,-6,-12,-17,-25,-171,3,5,0,0,0.1267370490425596,0.07824118501021132,0.2142857142857143,0.07093568530262162,0.04490123186821196,-0.3208324221882061,-1.0,0.19999999999999996,0.012051412882377238,0.0,0.0,-0.19999999999999996
0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,2.0,3,0,-26,-6,-21,0,2,9,-20,-16,9,24,-15,-14,-33,-22,7,16,0,0,-0.09036707706338354,-0.16641432252237892,-0.2361111111111111,-0.129273951854597,-0.04074957300763753,-0.06551513003125906,0.0,-0.25,0.0,0.0,0.0,0.0
0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,-2,3,-3,4.0,1,-1,-11,32,-16,26,0,5,-5,25,-1,3,-5,4,-10,35,-1,-3,0,0,0.03158242568280312,-0.04708835341365464,-0.07142857142857145,-0.27920405450315716,0.01642987703555998,0.008619973413094048,-0.10000000000000009,-0.09999999999999998,-0.011029411764705883,-0.6,-0.6,-0.30000000000000004
1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,-5,-3,-15,-1.0,-7,1,12,11,13,12,0,0,12,11,0,0,0,0,0,-8,1,2,11,17,-0.2121212121212121,-0.23626373626373623,-0.2368421052631579,-0.13636363636363635,0.0,0.09090909090909091,1.0,0.5,0.0,-1.0,-1.0,-0.5
1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,2,-7,4.0,0,1,8,20,25,38,1,2,12,22,1,1,-5,-3,0,10,4,5,4,5,-0.22117727650829377,-0.2779610281207725,-0.0357142857142857,0.12079166079729542,-0.07127764473869559,-0.26028313847020706,0.4444444444444444,-0.2222222222222222,0.002852514438653331,-0.6666666666666667,-0.6666666666666667,-0.33333333333333337
0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2,1,9,8.0,8,0,0,0,0,-4,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0.5932688865019692,0.5670794105607859,0.5,-0.08982300884955757,0.04174041297935105,-0.10265486725663718,-1.1428571428571428,0.5714285714285714,0.008849557522123894,0.2857142857142857,0.2857142857142857,0.7142857142857143
0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,-14,-8,-1,-1.0,-2,0,-1,0,3,4,0,-2,-1,0,1,1,-1,-1,0,1,-1,-1,0,0,0.27136363636363636,0.21020408163265306,0.25,0.007407407407407418,0.025925925925925908,-0.29444444444444445,0.5,0.16666666666666669,0.0,-0.3333333333333333,-0.3333333333333333,-0.16666666666666663
0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,9,-1,3,-1.0,-2,0,-26,-43,-29,-50,-1,-3,-1,-13,-7,-9,-18,-21,-23,-27,-4,-17,1,1,0.06598884114724968,0.04678393444065282,0.06060606060606066,0.01858601680874772,-0.023978070307557914,-0.06422869536403891,-0.7222222222222223,-0.11111111111111105,0.010446727113895837,0.16666666666666669,0.16666666666666669,0.2222222222222222
1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,-3,-2,-12,3.0,-1,1,0,4,0,4,0,0,0,3,0,0,0,1,0,4,0,0,0,0,0.10986241271158215,-0.007586130127455903,0.4125,-0.022349505840071837,-0.17070979335130276,-0.17323674752920037,0.4242424242424243,0.4545454545454546,-0.003537735849056603,-0.4848484848484849,-0.4848484848484849,-0.4848484848484849
0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,-20,-12,2,1.0,3,0,23,47,22,45,1,2,7,17,-3,2,19,28,26,49,0,0,-3,-2,-0.1293834767581909,-0.1762705754813163,0.15000000000000002,-0.04201483978185061,-0.06839407344989819,-0.06801956791423823,0.033333333333333215,-0.08333333333333337,-0.004283407064110666,-0.033333333333333326,-0.033333333333333326,-0.08333333333333337
0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,-5,-3,-2.0,-4,0,7,25,-2,16,-1,-2,-2,9,2,2,7,14,10,29,0,0,-3,-4,-0.22932330827067665,-0.17921268762390258,0.020000000000000018,0.07133995037220842,0.01902398676592225,0.12014061207609594,-0.7000000000000002,-0.30000000000000004,-0.008064516129032258,0.3,0.3,0.6
1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,6,5,-3,1.0,1,0,23,52,25,54,5,12,8,42,9,4,6,6,24,46,1,4,-2,2,-0.10765275257108292,-0.15175932894036454,-0.09999999999999998,-0.06949126956171686,-0.025512001207668694,-0.04327479494791928,-0.3999999999999999,-0.19999999999999996,-0.008403361344537815,-0.6,-0.6,0.0
0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,-1,-5,-2,0.0,1,0,-14,-40,-40,-67,-1,-8,-3,-26,-2,-4,-9,-10,-16,-47,0,2,2,5,-0.22804350368377968,-0.06301440329218111,-0.5,0.6447944006999125,-0.07874015748031496,0.034995625546806644,-1.25,0.5,-0.0026246719160104987,0.75,0.75,0.5
1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,8,5,-5,4.0,7,0,63,122,60,121,-1,-3,48,99,22,29,-7,-6,57,113,6,9,0,0,0.1868913857677903,0.17747954575515368,-0.1333333333333333,0.12448728465955705,-0.04092933317707724,-0.09937888198757763,0.2857142857142856,0.4285714285714286,-0.006211180124223602,0.0,0.0,-0.14285714285714285
1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,-5,-2,10,2.0,5,1,10,5,10,5,0,0,4,-3,6,8,0,0,10,5,0,0,0,0,-0.03660112618849809,-0.05920731707317073,-0.24786324786324787,-0.05994817795909363,0.049539665913225645,-0.04614366833893821,-0.04444444444444473,0.13333333333333341,0.0032857379127846074,-0.1333333333333333,-0.1333333333333333,0.06666666666666671
1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-9,0,-1,0.0,-5,0,44,57,83,98,0,-2,43,55,1,2,0,0,-3,-5,6,9,41,53,-0.06774568714867213,-0.011148648648648618,0.25,0.14444444444444446,-0.05277777777777781,0.016666666666666663,1.75,0.5,0.0,-0.75,-0.75,-0.75
0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,-9,0,2,-2.0,0,0,-9,-54,-55,-111,-6,-9,-5,-52,-3,-4,-1,2,-1,-35,4,3,-12,-22,0.12514204545454544,0.2114993215739484,-0.5714285714285714,0.5464684014869888,-0.12639405204460966,-0.08550185873605948,-1.3333333333333335,0.5,0.24628252788104088,0.5,0.5,0.33333333333333337
0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,-17,-4,-1,3.0,0,0,-22,-25,-36,-41,-1,-1,-23,-27,1,2,0,0,0,2,0,0,-22,-27,-0.09043495183419281,-0.02807740753463872,-0.16666666666666666,0.2477124183006536,0.028104575163398676,-0.05098039215686273,-0.5,0.0,0.00980392156862745,0.5,0.5,0.0
1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,-15,-1,-7,3.0,3,2,55,94,46,84,0,-2,43,74,4,11,8,9,38,72,4,6,13,16,-0.07181002341543807,-0.053977009669695875,-0.15773809523809523,-0.014462179410633103,0.03594315965449987,0.08070957555493638,0.14102564102564097,-0.05769230769230771,0.0031179928087144582,-0.03205128205128205,-0.03205128205128205,-0.05128205128205121
0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,5,6,4,2.0,2,-3,-27,-29,-27,-28,0,0,-31,-46,6,15,-2,2,-22,-17,-1,-1,-4,-11,0.09235627536721125,0.14312754914258674,0.03333333333333338,0.048499932336622364,0.12710124206426257,-0.06984037326649367,-0.4285714285714284,0.2077922077922078,0.000488353073388288,0.2207792207792208,0.2207792207792208,0.35064935064935066
1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2,1,-3,0.0,1,1,4,-50,38,-16,0,-1,-4,-60,-2,-2,10,12,7,-48,-1,1,-2,-3,0.26231700328221874,-0.019804632109658105,0.1733333333333333,-0.47315654536409907,-0.11871962652584855,0.032870317223433976,0.0,-0.5,0.0,0.0,0.0,0.0
0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,9,3,-6,-1.0,0,-1,-29,-42,-55,-75,-4,-7,-16,-26,-11,-10,-2,-6,-2,-1,0,-3,-27,-38,-0.15767377633996027,-0.13103955390790156,-0.05769230769230771,0.15387395306815133,-0.0578638927551095,0.01136668864307866,0.10084033613445387,0.04201680672268909,-0.00121358630625351,-0.1680672268907563,-0.1680672268907563,0.12605042016806722
0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,-10,-3,-3,-1.0,5,0,-21,0,-28,-7,-1,-4,-4,23,-4,-5,-13,-18,-10,18,-9,-15,-2,-3,0.0015989628349178941,-0.10085978835978837,0.3579545454545454,-0.07156158552806602,-0.05267358339984038,-0.2372971534982708,0.16666666666666674,0.5,0.0,-0.16666666666666666,-0.16666666666666666,0.5
1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,-9,0,5,0.0,-1,1,-17,-36,-43,-68,-4,-3,-18,-37,1,1,0,0,-1,-14,-5,-7,-11,-15,-0.1847801059175685,-0.07543604651162789,-0.7142857142857143,0.25638406537282943,0.06843718079673136,0.07967313585291114,-2.0,0.0,0.0,1.0,1.0,1.0
1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2,-1,-1,0.0,1,1,3,-43,-8,-55,2,-2,6,-40,-3,-3,0,0,6,-37,-10,-14,7,8,0.16312997347480102,0.16666666666666669,0.0,-0.09333333333333327,0.1288888888888889,-0.02111111111111111,-0.5,-0.5,0.013333333333333334,0.5,0.5,0.5
1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,-1,0,-10,-3.0,-4,0,14,80,0,80,-5,-13,12,74,2,5,0,1,11,66,-3,-1,6,15,-0.23822853861613547,-0.16922897740507803,-0.32558139534883723,0.11213517665130568,0.1757003876819545,-0.004681442469460905,0.16666666666666652,0.5,0.0,-0.16666666666666666,-0.16666666666666666,-0.5
0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,-5,2,3,1.0,2,-1,4,12,4,12,0,0,2,9,2,3,0,0,6,14,0,0,-2,-2,0.11732026143790852,0.0788623141564318,0.5625,-0.06147216168020608,-0.06810976817911632,-0.11551416683178126,-1.25,0.0,0.0,0.25,0.25,1.0
1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,-1,3,-6,1.0,4,1,21,25,21,25,0,0,12,14,4,7,5,4,20,25,1,0,0,0,-0.1518800688129761,-0.2044094191091978,0.3888888888888889,-0.13483796296296302,0.02835648148148151,-0.08217592592592593,-0.2999999999999998,0.09999999999999998,0.004629629629629629,0.09999999999999998,0.09999999999999998,-0.4
0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,16,0,9,2.0,-2,-2,-7,-1,-4,2,0,0,-25,-29,8,16,10,12,6,20,2,3,-15,-24,0.10301222311054892,0.10090982701805551,0.4166666666666667,-0.045228142778449,0.029195424645993312,-0.03546778874862863,0.5785714285714283,0.12857142857142856,0.0022774930911413863,-0.09285714285714286,-0.09285714285714286,0.05714285714285705
0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,8,8,4,1.0,4,0,-19,3,-49,-38,-7,-13,-9,13,-9,-8,-1,-2,-6,25,0,0,-13,-22,-0.30744875747652517,-0.2662153344208809,-0.07936507936507936,0.23846913137114145,-0.06061557788944724,0.10009870782483847,0.1333333333333333,-0.4,0.005025125628140704,0.26666666666666666,0.26666666666666666,0.06666666666666671
0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,-8,-6,2,2.0,3,0,-19,-26,-27,-43,-2,-3,-16,-24,-1,0,-2,-2,-4,-4,0,0,-15,-22,-0.06666666666666671,-0.06666666666666671,0.0,1.0,-0.5,-0.5,0.0,0.0,0.0,-1.0,-1.0,0.0
1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,-2,-2,-2,-2.0,0,1,29,37,39,48,1,1,26,34,2,0,1,3,3,0,0,0,26,37,0.01979910705032273,0.02964456391875747,0.0,0.09203515085868025,-0.02190813955519838,-0.03090550149373683,0.16666666666666652,-0.09999999999999998,-0.00904977375565611,-0.06666666666666671,-0.06666666666666671,-0.46666666666666673
0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,-6,4,1,-1.0,-3,0,-58,25,-58,25,0,0,-69,-27,3,38,8,14,-58,25,0,0,0,0,-0.04181184668989546,-0.06443476266911258,-0.4,-0.11424264272137374,0.11201415743593104,-0.087173100871731,0.1428571428571428,-0.5714285714285714,0.014354066985645933,0.2857142857142857,0.2857142857142857,0.0714285714285714
0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,14,8,9,1.0,1,0,43,58,51,67,0,0,0,2,26,33,17,23,40,51,3,4,0,3,0.017622435854541707,0.06882602509153374,0.13289036544850502,-0.02932311444690111,0.15619329955680702,0.05483893356071348,-0.03571428571428559,0.0714285714285714,0.0017152658662092624,0.14285714285714285,0.14285714285714285,-0.035714285714285726
0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-3,-1,-3,4.0,4,0,3,51,7,55,0,7,13,59,0,0,-10,-8,13,60,-9,-8,-1,-1,0.10379833034881086,0.008568345230201113,-0.0824175824175824,-0.006108778715977148,0.014611538280107556,-0.19171894900702863,0.0,0.041666666666666685,0.0013679890560875513,0.0,0.0,-0.3333333333333333
0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,-1,3,-2,2.0,2,-1,15,30,58,73,-8,-17,23,39,-8,-9,0,0,15,32,-2,-4,2,2,-0.09037440713635081,-0.1609745390693591,-0.25,0.07495701389883935,0.028478292018913887,-0.009044992119214793,1.1111111111111114,0.22222222222222227,0.0050150451354062184,-0.2222222222222222,-0.2222222222222222,-0.4444444444444444
1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-2,0,-2.0,-4,1,6,8,3,5,1,1,6,7,0,1,0,0,-1,0,0,0,7,8,0.02637628554143978,-0.015140415140415087,0.0,0.17767106842737096,-0.03521408563425371,-0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,-1,2,8,1.0,-2,0,28,44,86,102,-5,-11,2,18,24,24,2,2,18,39,13,10,-3,-5,0.34165995165189367,0.32911866359447006,0.0,-0.08759259259259256,-0.002777777777777768,0.03740740740740742,-1.0,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,1.0
0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,3,1,8,1.0,-2,0,-7,33,-27,8,1,2,16,53,-8,-6,-15,-14,-14,23,4,7,3,3,-0.18512404625941742,-0.1659872265253431,0.2222222222222222,0.09452775378817618,-0.2233257438957368,0.2457800109915993,0.3333333333333335,0.16666666666666669,-0.0036900369003690036,-0.3333333333333333,-0.3333333333333333,-0.3333333333333333
1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,11,3,-1,-1.0,3,1,7,10,7,10,1,1,7,7,-2,1,2,2,6,8,0,0,1,2,0.024824092316352353,-0.0033718689788054257,0.0,0.19707777266451915,0.08248964565117349,-0.3367464335020709,0.0,0.0,0.0,0.0,0.0,0.0
0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,6,4,2,0.0,3,1,-41,-14,-26,5,0,-3,-18,10,-10,-9,-13,-15,-41,-12,-2,-2,2,0,0.23852313711107034,0.20596205962059624,0.3333333333333333,-0.06912442396313367,0.04339477726574502,-0.11405529953917051,-0.6000000000000001,0.6,0.016129032258064516,0.4,0.4,0.6
1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,11,-5,-7,1.0,-3,0,79,170,99,199,4,6,117,241,-23,-55,-15,-16,63,143,8,11,8,16,-0.10951767829632403,-0.07885032917775603,0.06666666666666671,0.2063102578183108,0.013443532298538174,-0.11079444741799374,0.375,0.375,-0.014625228519195612,-0.6875,-0.6875,-0.4375
0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,-14,-6,0,-6.0,-8,0,-34,-40,-103,-107,0,1,-14,-21,-5,-3,-15,-16,-12,-17,-17,-17,-5,-6,-0.05084545046988265,0.053546099290780136,0.2272727272727273,0.45229480737018424,-0.05896147403685091,-0.045427135678391954,-0.5,0.33333333333333337,0.024154103852596316,0.33333333333333337,0.33333333333333337,0.16666666666666669
0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,-5,0,-1,2.0,1,0,8,11,8,11,-1,1,18,27,-15,-20,5,4,12,14,-4,-3,0,0,-0.020000000000000018,-0.010452961672473893,0.125,-0.5253623188405797,0.07608695652173914,0.4166666666666667,2.0,-0.5,-0.043478260869565216,-0.5,-0.5,-1.0
0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,-8,-9,1,1.0,0,-1,-8,-3,-8,-3,0,1,-8,-4,0,1,0,0,-5,2,-2,-2,-1,-3,0.08048220875588841,0.08118617261237121,0.19188405797101443,-0.05951761725234034,0.08120938421940417,-0.021702519438452195,1.2999999999999998,0.2333333333333334,-0.002079259154721343,-0.2,-0.2,-0.2
1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,-3,-5,-3,2.0,3,0,1,7,0,6,1,1,1,7,0,0,0,0,0,6,1,1,0,0,-0.37066831683168316,-0.4128342245989305,-0.2857142857142857,0.16761363636363635,-0.2414772727272727,0.03125,2.0,0.0,0.0,0.0,0.0,-1.0
0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,-3,3,0,2.0,0,-1,0,8,-1,7,0,0,-2,6,-1,-2,3,4,4,18,-3,-7,-1,-3,-0.04539442039442032,-0.00921843314542986,0.061422413793103425,-0.05859440442285141,0.12002987658457587,-0.004376780030155805,0.19444444444444464,-0.02777777777777779,-0.002589769363935891,-0.1111111111111111,-0.1111111111111111,-0.08333333333333331
1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,4,-2,-14,0.0,-1,1,8,7,8,7,0,-2,9,10,0,-2,-1,-1,3,0,0,0,5,7,-0.09715961150815466,0.05161122661122658,0.5945945945945945,0.30706579225724556,0.09324095620901206,0.03903109794795853,-0.08333333333333348,0.0,0.012640152316479795,0.16666666666666663,0.16666666666666663,-0.08333333333333337
1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,3,3,1.0,-3,1,8,-7,16,3,-5,-7,0,-19,3,3,5,9,13,5,-6,-6,1,-6,0.1610665568722925,0.15001402831667043,0.33139534883720934,-0.24587018861828025,0.09606607698210753,0.11343349892968213,1.8888888888888888,-0.11111111111111116,-0.016337493436730077,-0.5,-0.5,-0.3888888888888889
0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,12,11,10,1.0,2,0,-19,-8,-7,4,-2,-6,-24,-15,0,1,5,6,-6,3,3,4,-16,-15,-0.22924321360021932,-0.16301969365426694,0.20779220779220775,0.17814109294535274,-0.04874756262186891,0.036423178841057946,-0.3333333333333335,-0.3333333333333333,-0.0029498525073746312,0.3333333333333333,0.3333333333333333,0.3333333333333333
1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4,3,5,0.0,0,0,-3,-7,-4,-9,1,2,-2,-3,0,-2,-1,-2,-5,-9,2,2,0,0,-0.0015420326496807801,-0.09293245939013961,-0.3458646616541353,-0.0381951094937113,-0.1539775266551746,-0.07723616165485539,1.0,-0.08333333333333337,-0.013215859030837005,-0.5,-0.5,0.16666666666666663
0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,6,-4,-2,1.0,1,1,7,46,-34,-8,-10,-13,7,43,-2,1,2,2,14,48,-3,2,-4,-4,-0.14262295081967213,-0.05238095238095242,0.15714285714285714,0.101010101010101,0.30134680134680136,-0.08754208754208753,1.0,0.0,0.0,0.0,0.0,-0.5
1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,11,-3,3,2.0,3,-1,-18,12,-18,12,-1,0,-9,18,-10,-9,1,3,-17,14,0,0,-1,-2,-0.0817136859131542,-0.05867983367983365,-0.23809523809523808,0.04679381380279968,0.10822788679014611,-0.06562137049941927,1.025,-0.22499999999999998,-0.003453756342074698,-0.3,-0.3,-0.425
1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,3,5,-1,-3.0,0,1,19,9,33,27,1,-1,11,9,5,3,3,-3,17,4,-2,-3,4,8,-0.137634673904104,-0.08347297863426895,-0.06060606060606061,0.21004566210045666,0.04144713733754829,-0.03969090270460135,-0.25,0.0,0.017702845100105374,0.25,0.25,-0.25
1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,-24,-16,-11,0.0,-2,0,29,34,65,78,3,10,10,7,14,19,5,8,8,0,4,10,17,24,-0.05283184825423537,-0.0395905789919449,0.0,0.11193844626458177,0.004053942252006282,-0.07818317200297839,0.38235294117647056,-0.08823529411764708,-0.011251758087201125,-0.4117647058823529,-0.4117647058823529,-0.08823529411764708
1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,-3,-6,-13,-3.0,-2,0,11,47,14,47,-1,-6,1,29,4,10,6,8,12,49,1,1,-2,-3,-0.2502981514609422,0.05528922978587408,0.09999999999999998,0.5898467729453646,0.07096424702058504,0.0788577619563535,0.5,0.0,0.0,0.0,0.0,0.0
1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,-1,-5,-7,2.0,2,1,-9,11,-8,17,2,14,-7,15,3,4,-5,-8,-10,1,9,18,-8,-8,0.09700216573578024,0.1695402298850574,-0.4444444444444444,0.2415284787310743,0.050468637346791634,-0.0136986301369863,-2.0,0.5,0.02631578947368421,1.0,1.0,1.0
1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,-7,3,-5.0,-5,-1,7,1,25,28,1,5,15,14,-4,-8,-4,-5,-5,-16,0,-1,12,18,0.1841238471673255,0.15889464594127806,-0.12121212121212122,0.003270440251572304,-0.1208805031446541,-0.02264150943396226,0.75,-0.25,0.006666666666666667,-0.25,-0.25,-0.25
1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,-4,-5,2.0,3,1,10,7,10,7,0,-1,11,9,1,0,-2,-2,5,1,1,1,4,5,0.15369261477045904,0.2620865139949109,-0.6428571428571429,0.5875486381322957,-0.13229571984435798,-0.07392996108949416,-1.0,0.4285714285714286,0.09610894941634242,0.5714285714285714,0.5714285714285714,0.2857142857142857
1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,-2,12,-2.0,1,0,2,-1,6,5,1,2,0,-3,0,0,2,2,2,-1,0,0,0,0,0.09693877551020409,0.1207482993197279,0.08333333333333334,0.21666666666666667,0.06666666666666667,-0.033333333333333326,0.0,0.0,0.05,1.0,1.0,1.0
0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,-3,-2,4,-4.0,-5,0,-7,-29,23,3,-1,1,-2,-22,-7,-11,2,4,-4,-22,-5,-9,2,2,-0.08076923076923082,0.0,0.75,0.07532467532467535,0.04675324675324676,0.03246753246753248,-1.0,0.0,0.0,1.0,1.0,1.0
1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,6,0,1,2.0,1,1,9,5,13,4,-1,3,9,5,7,8,-7,-8,-1,-6,8,9,2,2,-0.11725951222460634,-0.1295210166177908,0.016666666666666663,0.11340206185567009,-0.041237113402061855,-0.09278350515463918,-0.6666666666666665,-0.33333333333333337,-0.010309278350515464,0.0,0.0,0.3333333333333333
0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,-4,-2,13,3.0,5,0,-15,-16,-17,-26,-5,-5,-9,-12,-5,-4,-1,0,-1,2,2,3,-16,-21,0.08750000000000002,0.1215686274509804,-0.2666666666666666,-0.029461279461279466,0.05934343434343434,0.01978114478114478,1.0,0.5,0.0,0.0,0.0,-0.5
0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,-5,4,7,2.0,4,0,-26,-44,-31,-49,-1,1,-28,-52,-5,-4,7,12,-20,-36,-2,-3,-4,-5,0.03528747921121406,-0.015935186804219847,0.16666666666666666,-0.05101990336889661,-0.10284231760741827,-0.011520977963930978,0.5499999999999998,-0.22499999999999998,-0.008728679869619468,-0.375,-0.375,-0.425
1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,-8,4,-11,3.0,10,0,29,64,80,123,1,-4,16,47,14,18,-1,-1,3,30,12,15,14,19,-0.19619862200047522,-0.1129826695044086,-0.0904977375565611,0.20084494176752682,0.13570449874400548,-0.05372231102991551,0.0,-0.5,-0.008620689655172414,0.0,0.0,0.0
0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,-11,-5,6,-5.0,-9,0,-66,-84,-122,-141,-2,0,-47,-59,-21,-26,2,1,-21,-32,-26,-31,-19,-21,-0.06662364550563304,-0.0031229404309252584,-0.375,-0.03721427767143337,0.07677438726870096,0.07407198889014001,-0.9583333333333333,0.25,-0.001557632398753894,-0.25,-0.25,-0.041666666666666685
0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,5,-3,3.0,2,0,22,55,91,122,-5,-9,17,46,5,8,0,1,12,34,5,11,5,10,0.012504316085433786,0.03528942850134903,0.1825396825396826,0.0033986928104575154,0.0411764705882353,-0.024575163398692812,-0.5,-0.41666666666666663,0.0,0.0,0.0,0.25
