target,fighter_A_stance_Orthodox,fighter_A_stance_Southpaw,fighter_A_stance_Switch,fighter_B_stance_Orthodox,fighter_B_stance_Southpaw,fighter_B_stance_Switch,is_title_fight_True,is_male_fight_True,weight_class_featherweight,weight_class_flyweight,weight_class_heavyweight,weight_class_light_heavyweight,weight_class_lightweight,weight_class_middleweight,weight_class_strawweight,weight_class_welterweight,diff_wins,diff_losses,diff_fight_age,diff_height_inches,diff_reach_inches,diff_knockdowns,diff_significant_strikes_landed,diff_significant_strikes_thrown,diff_total_strikes_landed,diff_total_strikes_thrown,diff_takedowns_landed,diff_takedowns_thrown,diff_head_strikes_landed,diff_head_strikes_thrown,diff_body_strikes_landed,diff_body_strikes_thrown,diff_leg_strikes_landed,diff_leg_strikes_thrown,diff_distance_strikes_landed,diff_distance_strikes_thrown,diff_clinch_strikes_landed,diff_clinch_strikes_thrown,diff_ground_strikes_landed,diff_ground_strikes_thrown,diff_strike_accuracy,diff_sig_strike_accuracy,diff_takedown_accuracy,diff_head_strike_ratio,diff_body_strike_ratio,diff_leg_strike_ratio,diff_fight_duration,diff_win_rate,diff_knockdown_percentage,diff_ko_rate,diff_submission_rate,diff_finish_rate
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-4,0,-3,3.0,2,0,15,-29,10,-34,-1,-2,21,-11,-8,-12,2,-6,15,-31,0,2,0,0,0.021321434004360817,0.046915332989158454,0.3095238095238095,0.09792564655172414,-0.1232489224137931,0.09375,-0.16666666666666652,-0.25,0.0,0.16666666666666666,0.16666666666666666,0.08333333333333331
1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,-7,0,-1,0.0,3,0,13,37,16,46,-1,-4,-6,-1,-1,16,20,22,15,44,-2,-7,0,0,-0.19783851545138553,-0.1292929292929293,-0.6666666666666667,0.1838856400259909,-0.10168940870695256,0.27192982456140347,-0.6666666666666665,0.0,0.012345679012345678,0.6666666666666666,0.6666666666666666,0.6666666666666666
1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,-2,-4,1,4.0,5,0,12,22,23,36,0,-3,9,19,2,2,1,1,1,1,-1,-1,12,22,0.24728260869565222,0.28869047619047616,0.0,0.15384615384615385,0.07692307692307693,-0.07692307692307693,0.0,0.5,0.038461538461538464,0.0,0.0,0.0
1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,-2,-1,6,-2.0,-5,0,11,-15,47,36,3,4,-1,-30,7,9,5,6,-7,-37,2,2,16,20,0.17612130336250864,0.10466641434574925,0.028571428571428525,-0.3383267561168114,0.16366219415943173,-0.032375690607734806,-0.8000000000000003,0.0,-9.471191791633792e-05,0.2,0.2,0.2
0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,6,1,5,-4.0,1,0,-87,-234,-92,-241,0,1,-70,-216,-23,-24,6,6,-60,-197,-13,-14,-14,-23,-0.0007848945134057428,-0.017985632972566612,-0.09411764705882353,0.011086767758667238,-0.09715154024416192,0.025340567334287897,1.4333333333333331,0.0,-0.0023648512659501667,0.0,0.0,-0.19999999999999996
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5,6,3,2.0,2,0,-39,-35,-88,-90,1,1,-43,-37,4,0,0,2,-21,-13,-4,-8,-14,-14,0.13291393387766037,0.2000764818355641,0.8421052631578947,-0.1001199040767386,0.05357532156093307,0.21735339001526052,-1.5,-0.25,0.0,0.0,0.0,1.0
1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,11,1,0,-3.0,-1,0,10,26,5,22,1,6,-8,8,0,1,18,17,18,30,-1,3,-7,-7,0.16948621553884707,-0.024964625025267806,-0.23809523809523808,-0.09814442208808405,-0.2604515984797675,-0.13518891124524926,0.4166666666666665,-0.5,0.0,0.25,0.25,-0.41666666666666663
0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,3,2,3,-1.0,-5,0,5,-2,0,-10,-6,-9,-4,-14,-3,0,12,12,8,1,-1,0,-2,-3,-0.1022117807075843,-0.11058835748039675,-0.00512820512820511,-0.10049096853727824,0.02147183362812885,0.0754462132175591,0.3348416289592757,-0.16742081447963808,0.002980114702256526,0.16742081447963802,0.16742081447963802,0.009049773755656076
1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,6,-5,-4,0.0,-1,0,74,-4,83,5,0,0,37,-39,21,23,16,12,58,-20,16,16,0,0,0.0016843971631206323,0.09440559440559443,0.0,0.35912568306010934,0.027868852459016408,-0.03147540983606556,-2.0,1.0,0.013333333333333334,1.0,1.0,1.0
1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,6,5,3,2.0,2,0,-7,-29,-17,-39,2,-2,-6,-18,-1,1,0,-12,-6,-28,-1,-1,0,0,-0.012952665129526642,0.08808781677734107,-0.5,0.13101673101673106,-0.014157014157014147,0.21557271557271557,0.0,0.0,0.00398970398970399,0.33333333333333337,0.33333333333333337,0.33333333333333337
0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,-5,12,2,1.0,5,0,-64,-101,-129,-169,-4,-13,-71,-115,3,8,4,6,-9,-22,0,-1,-55,-78,-0.15754586556066208,-0.05954930515895679,0.02564102564102566,-0.1238922841864018,0.1931117901706137,0.28465113318054497,-0.3392857142857144,-0.1875,0.008906289788642729,0.29464285714285715,0.29464285714285715,0.07142857142857145
0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,-2,1,-6,0.0,1,0,15,-13,30,3,0,-1,17,-3,2,-1,-4,-9,5,-32,6,12,4,7,-0.1405498281786941,-0.2591836734693877,0.35555555555555557,-0.011462450592885365,-0.047430830039525695,-0.10790513833992095,1.3333333333333335,-0.33333333333333337,-0.045454545454545456,-1.0,-1.0,-0.6666666666666667
1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,-5,-4,1,-2.0,3,0,27,0,27,-2,2,-1,21,3,10,3,-4,-6,19,-9,5,3,3,6,0.03597211849639037,0.051804812834224556,0.7777777777777778,0.3246068919371027,-0.22549347607895617,-0.05746068919371028,-2.0,-0.5,-0.004098360655737705,0.5,0.5,1.0
1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,-2,3,-2.0,1,1,5,8,11,16,-1,-2,8,10,-5,-5,2,3,7,8,-2,0,0,0,-0.06274914089347072,-0.06373626373626368,-0.16666666666666669,0.18129395218002808,-0.1469760900140647,-0.03459915611814346,0.16666666666666674,0.6666666666666666,0.044444444444444446,-0.33333333333333337,-0.33333333333333337,-0.33333333333333337
0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,9,-3,-2,0.0,2,0,-17,-31,-43,-68,-6,-11,-6,-18,-4,-5,-7,-8,-6,-16,-5,-6,-6,-9,-0.0767151499549491,0.04309903593339176,0.17142857142857143,0.1414506071545783,0.10068190934616926,0.08726251686540495,0.2999999999999998,0.5,0.003847135616088685,-0.3,-0.3,0.09999999999999998
1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,8,5,3,0.0,-3,1,-4,8,-5,7,0,1,27,48,-20,-28,-11,-12,-7,0,-2,-2,5,10,-0.025006033378506376,0.013053797468354444,-0.33333333333333337,0.0674392097264438,0.005775075987841952,0.09832826747720363,0.0,0.0,-0.015197568389057751,-0.3333333333333333,-0.3333333333333333,-0.3333333333333333
1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,2,-4,10,-3.0,-3,0,-6,-21,42,27,2,3,7,-4,-10,-14,-3,-3,-9,-24,-2,-4,5,7,0.1009990519944578,0.012875124288167783,0.375,-0.169229055258467,-0.07645640900988494,-0.06269243234483876,1.4583333333333333,-0.25,-0.007038972613838924,-0.5416666666666666,-0.5416666666666666,-0.16666666666666663
0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2,-7,5,-2.0,-1,0,0,-81,0,-81,0,0,-19,-98,7,7,12,10,0,-81,0,0,0,0,0.14273791376682138,0.06593569735724181,0.004761904761904773,-0.30358179036767424,0.011793608090490515,0.018651233242149512,0.07954545454545459,0.04545454545454547,-0.004815409309791332,-0.5454545454545454,-0.5454545454545454,-0.4204545454545454
0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,-3,-1,-4,0.0,3,0,-49,18,-167,-118,-6,-13,-28,39,-5,-4,-16,-17,-18,53,-3,2,-28,-37,-0.056120386779840215,-0.027831433468455014,-0.3541666666666667,0.08928414580588495,0.01198945981554677,-0.003162055335968375,-0.8974358974358976,0.15384615384615385,0.021036451471234077,0.14102564102564108,0.14102564102564108,0.3076923076923077
0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,7,13,8,0.0,1,-1,-1,-2,-1,-2,0,0,-1,-3,-1,0,1,1,0,0,0,0,-1,-2,-0.19136728287408444,-0.3028596335293314,-0.28779979144942647,0.05643870692414382,-0.012287065685123943,0.02417404601870621,0.16666666666666652,-0.08333333333333337,0.0018315018315018315,-0.16666666666666669,-0.16666666666666669,-0.16666666666666669
1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-2,3,4,1.0,1,2,17,42,24,47,1,3,24,54,2,1,-9,-13,2,22,11,14,4,6,-0.02884097710000122,-0.03759148369926818,0.23076923076923078,-0.00741823086433635,0.02593570866584244,-0.06013262897605935,-0.05714285714285716,-0.11428571428571432,7.024839833651847e-05,-0.3142857142857143,-0.3142857142857143,0.08571428571428574
1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,15,3,4,-5.0,0,0,65,95,94,129,2,0,50,79,9,9,6,7,3,-9,5,8,57,96,0.013026819923371624,0.10804213771839666,-0.12422360248447206,0.14017833726724366,0.0540912667191188,0.2107264621033307,0.0,0.0,0.010752688172043012,0.0,0.0,0.0
0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,-7,0,-3,0.0,-2,-1,-6,16,-13,10,-2,-4,-16,2,8,11,2,3,-5,20,12,10,-13,-14,-0.05954541135159347,0.0780933062880324,-0.02777777777777779,0.31041227229146695,0.034113135186960686,0.04953020134228188,-0.6999999999999997,0.20000000000000007,0.013787152444870566,0.2,0.2,0.4
1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,5,-9,-17,6.0,8,-1,42,73,91,131,10,14,33,64,6,6,3,3,0,25,-1,-1,43,49,0.034062428799270905,0.03447815907972385,-0.051282051282051266,-0.13179182180631976,0.03685459158456621,0.045281557876701045,-0.3999999999999999,0.06666666666666665,-0.008921216514547432,-0.1333333333333333,-0.1333333333333333,-0.20000000000000007
0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,-6,-3,8,-2.0,-1,0,-35,-40,-36,-41,0,0,-28,-33,-7,-7,0,0,-25,-29,-10,-11,0,0,-0.05767599660729439,-0.21111111111111114,0.625,-0.38934169278996866,-0.1018808777429467,-0.13636363636363635,0.25,-0.5,-0.045454545454545456,-0.25,-0.25,0.0
0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,-7,-3,-4,0.0,-1,0,0,41,1,45,-1,0,8,51,-4,-6,-4,-4,-11,27,6,7,5,7,-0.20310409419320313,-0.1557377049180328,1.0,0.038461538461538436,-0.08131868131868131,0.21744505494505498,0.0,0.5,0.015384615384615385,0.0,0.0,0.0
0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,4,-1.0,-2,0,-21,-30,-22,-31,0,0,-27,-33,5,0,1,3,-21,-30,0,0,0,0,-0.03261477951743441,-0.05350742447516643,-0.3939393939393939,-0.18253968253968256,0.0496031746031746,0.05357142857142857,0.20000000000000018,-0.09999999999999998,-0.000992063492063492,-0.6,-0.6,-0.6
1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,-1,-6,-1.0,2,2,14,-25,33,-7,2,3,26,-13,-4,-2,-8,-10,-2,-45,-3,-2,19,22,0.2424101930077615,0.13855376545522669,0.059288537549407105,-0.2124815724815725,-0.06353808353808353,-0.1913022113022113,0.7142857142857144,0.2857142857142857,-0.009828009828009828,-0.42857142857142855,-0.42857142857142855,-0.5714285714285714
0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,3,1,-7,3.0,4,-1,0,27,-7,20,0,0,-1,27,0,-2,1,2,13,45,-12,-17,-1,-1,0.03164134686922504,0.07531585440210997,0.0849802371541502,0.1465307871803419,0.026382208676603625,-0.05550264298299919,-1.25,-0.13888888888888884,-0.005833611124339253,-0.04166666666666663,-0.04166666666666663,0.33333333333333337
0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,-1,-2,5,-2.0,-1,0,-4,-1,-7,-4,2,4,0,3,-1,-1,-3,-3,-6,-4,1,1,1,2,-0.4064461407972858,-0.32172391857506355,-1.0,0.48823016564952054,0.033129904097646046,-0.14501598372566116,0.33333333333333326,-0.6666666666666666,-0.010752688172043012,0.6666666666666667,0.6666666666666667,0.33333333333333337
1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,11,9,-8.0,-7,0,12,14,39,43,4,6,3,2,8,10,1,2,10,13,2,3,0,-2,-0.04551630434782605,-0.048577051727733134,-0.36666666666666664,0.032441773222866066,-0.044182909503057005,0.02815957090177673,0.11622807017543857,-0.006578947368421018,0.007754258257107737,0.046052631578947345,0.046052631578947345,-0.09210526315789469
1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,-7,-8,-9,2.0,1,1,-2,-1,-2,0,0,-1,9,12,-7,-9,-4,-4,-10,-10,6,7,2,2,-0.1251504629228138,-0.06271807321169093,-0.17142857142857143,0.25470150677093273,0.0635895479687202,-0.08224299065420561,-1.5,0.11904761904761907,0.00816326530612245,0.19047619047619047,0.19047619047619047,0.5476190476190477
0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,5,2.0,4,0,-36,2,1,50,1,22,-17,24,-17,-19,-2,-3,-15,19,-22,-18,1,1,0.06216216216216214,-0.06218621633957094,-0.5413793103448277,-0.05949074074074073,-0.18248456790123455,-0.1415895061728395,-0.1428571428571428,-0.2857142857142857,0.0,0.0,0.0,0.42857142857142855
1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,-17,-1,-6,5.0,5,-1,-6,-14,-6,-14,0,0,-4,-11,6,7,-8,-10,-6,-14,0,0,0,0,0.008226996981741008,0.004303236446093595,0.1418032786885246,-0.02142905723807581,0.022886485751207247,-0.06285403367631484,-0.5,0.39583333333333337,-0.003949631270586178,-0.125,-0.125,0.0625
0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-4,1,9,-2.0,0,0,18,35,-19,-11,-2,0,1,10,11,17,6,8,14,26,10,11,-6,-2,0.29956504303297654,0.2844591510725696,0.3571428571428571,-0.1155894565806102,0.0320003610760065,-0.005551543599927784,-0.33333333333333304,-0.6666666666666667,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,3,2,-3.0,1,0,7,12,3,8,-1,-1,8,33,1,-13,-2,-8,13,16,-4,-2,-2,-2,0.08843433904298181,0.09824156992394545,-0.04040404040404039,0.06800703521053897,0.12096078904714277,-0.1468945063282409,1.125,-0.125,0.009345794392523364,0.125,0.125,-0.25
0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,10,7,11,1.0,2,-1,-18,-30,-22,-36,0,0,-17,-25,1,-3,-2,-2,-5,-9,0,0,-13,-21,0.10843881856540083,0.04674531722148395,0.038759689922480633,-0.03747769842190446,-0.045525599173667844,-0.08887489574184852,-0.4411764705882355,0.02941176470588236,0.003861003861003861,0.3382352941176471,0.3382352941176471,0.5147058823529411
0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,-15,7,1,0.0,0,0,-93,-163,-129,-209,-6,-14,-95,-170,4,8,-2,-1,-59,-114,0,0,-34,-49,-0.1561259665932065,-0.06248468512619454,-0.15425315425315428,0.13568430587094638,0.09907062485647947,0.0887403362845406,-0.30555555555555536,-0.11111111111111116,0.010505702548924554,0.3194444444444444,0.3194444444444444,0.18055555555555558
0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,4,3,2,0.0,0,0,-75,-66,-76,-67,0,2,-25,-2,-13,-19,-37,-45,-74,-65,-1,-1,0,0,-0.0010912448585578827,0.006253716919417174,-0.05555555555555558,0.13440613665735612,0.009109100762913241,-0.11737607870930088,0.25,0.25,0.006024096385542169,0.5,0.5,0.0
1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,-13,-11,-2,-2.0,-3,0,80,59,86,65,0,-2,32,10,38,40,10,9,33,5,40,43,7,11,0.03584486166007905,0.07846133181100773,-0.46875,-0.17126266370150728,0.11346676550531257,0.1803063998023227,1.0434782608695652,-0.5652173913043478,-0.004225352112676056,-0.391304347826087,-0.391304347826087,0.30434782608695654
0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,7,4,7,1.0,0,-1,-9,-4,-9,-4,0,0,-5,0,-4,-4,0,0,0,8,-7,-8,-2,-4,-0.21777375368693375,-0.17326852864317882,-0.050886075949367116,0.2780191622103386,-0.016042780748663096,-0.04931205436720143,-0.18487394957983216,-0.26890756302521,-0.0010305258467023172,0.23529411764705882,0.23529411764705882,-0.21848739495798314
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-2,2,1,1.0,1,0,-40,-32,-43,-34,0,2,-20,-10,-12,-17,-8,-5,-18,-14,-19,-15,-3,-3,-0.003721910112359561,-0.030155346432361452,0.125,-0.08824579862351223,0.005202853364479648,0.0035136152591291325,-0.3999999999999999,0.13333333333333341,0.0,0.0,0.0,0.033333333333333354
0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,2,-1,5,1.0,0,0,40,55,52,68,-1,-2,-21,-13,12,13,49,55,30,41,10,14,0,0,0.00847678708763755,0.03267173684535957,0.36363636363636365,-0.14979408609981854,0.08460346676907188,0.1943006210522134,0.875,0.04166666666666663,-0.0053299257120913174,0.20833333333333334,0.20833333333333334,-0.29166666666666663
0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,-10,4,4,-6.0,-3,0,-54,-54,-70,-73,-5,-9,-41,-39,-2,-1,-11,-14,-47,-45,0,-1,-7,-8,-0.2997191835366109,-0.25843079922027284,-0.4492753623188406,0.06958855098389977,0.029606440071556342,0.159391771019678,0.5,-0.5,0.005813953488372093,0.0,0.0,-1.0
1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,46,11,13,-1.0,6,0,0,2,0,2,-1,2,-1,1,0,0,1,1,1,4,-1,-2,0,0,0.11454238432961839,0.03365085017359565,0.5333333333333333,-0.16623462944499834,-0.04875373878364905,-0.037753406447324694,-0.33333333333333326,0.16666666666666663,-0.0030242605516782985,-0.16666666666666669,-0.16666666666666669,0.33333333333333337
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,-11,0,1,-1.0,1,-1,-9,-7,-10,-8,0,0,-9,-6,-1,-2,1,1,-3,1,0,0,-6,-8,0.05800800327693223,-0.043356643356643354,0.26190476190476186,-0.09993475424097437,-0.12635928664636797,-0.21541974771639844,-1.0,-0.33333333333333337,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666
1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7,-4,0,1.0,2,0,60,85,73,102,2,-4,23,23,21,31,16,31,40,59,8,11,12,15,-0.02808404410235077,0.02766842381012319,-0.04545454545454547,0.0822879330943847,-0.06490671813252459,0.13719442146861502,-0.6825396825396828,0.17460317460317454,0.005698005698005698,0.5555555555555556,0.5555555555555556,0.4920634920634921
0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,-7,7,4,3.0,-1,-2,-52,-96,-55,-97,1,6,-24,-61,-25,-30,-3,-5,-43,-79,-4,-8,-5,-9,0.15436492576969252,0.09736907177181742,-0.125,0.03291471722892558,-0.2386385400421352,-0.0014227475443924498,-0.6666666666666665,-0.08333333333333337,-0.004049358395578538,0.08333333333333334,0.08333333333333334,0.4166666666666667
1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,4,2,6,0.0,4,0,1,0,-6,-10,2,3,1,0,1,1,-1,-1,0,-2,-2,-2,3,4,-0.21175403010569016,-0.3391304347826086,-0.41666666666666663,-0.2783772119119551,-0.0689109480650266,0.11178247734138973,1.2999999999999998,-0.30000000000000004,0.006042296072507553,0.2,0.2,-0.6
1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,-4,-1,-3,0.0,4,0,5,6,12,15,1,1,4,3,1,3,0,0,4,5,0,0,1,1,0.012279534929549751,0.05664362519201227,0.22222222222222227,0.26823464305478695,-0.049972329828444934,-0.07354731599335916,0.0,0.19999999999999996,-0.007194244604316547,0.0,0.0,1.0
1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,-5,2,4,-2.0,-3,1,1,22,4,27,0,1,-4,6,2,8,3,8,-4,10,-1,-1,6,13,0.04444859347771973,0.06531531531531531,-0.5317460317460319,-0.07661859319317876,0.1321661763650714,0.0400373107555428,0.0,0.13333333333333341,-0.004329004329004329,0.033333333333333354,0.033333333333333354,0.033333333333333354
0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,7,1,12,4.0,1,-1,11,-30,21,-20,1,9,-2,-49,14,20,-1,-1,1,-35,-1,1,11,4,-0.006843309187952729,-0.031223023926250426,-0.15714285714285714,-0.09682193488082252,0.003297502206989683,0.005634314794620135,-0.30000000000000004,0.20000000000000007,-0.01228124837721348,-0.19999999999999996,-0.19999999999999996,0.0
1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,-4,-1,-7,0.0,-1,0,24,39,29,44,0,-6,20,32,3,5,1,2,8,21,1,1,15,17,0.09295595666726708,0.11653362932174566,0.031481481481481444,-0.011411271541686085,0.06101537028411737,0.030895823629871116,-1.164705882352941,-0.04705882352941182,-0.004424778761061947,0.48235294117647054,0.48235294117647054,0.4470588235294118
1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,-2,-6,-2,1.0,0,1,9,10,9,10,0,0,0,-3,7,10,2,3,9,10,0,0,0,0,-0.01771474444741772,-0.004942094506719508,0.5,-0.24118889849226927,0.11168731393450493,0.19840583885527707,1.5416666666666667,-0.08333333333333337,-0.025160856621530777,-0.25,-0.25,-0.20833333333333337
0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,-5,6,0.0,2,0,-17,-22,-40,-48,1,2,3,4,-10,-15,-10,-11,-3,-7,-14,-15,0,0,0.29915621279312543,0.11482300884955748,0.282051282051282,-0.3292530935636072,-0.18984242855871095,-0.10651651384314074,-0.5,-0.16666666666666663,0.0,0.5,0.5,0.16666666666666669
0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,29,14,11,0.0,0,0,-30,-41,-38,-54,-4,-4,-29,-40,-1,-1,0,0,3,-6,-12,-14,-21,-21,0.16575842696629206,0.23755257088590426,-0.274442538593482,-0.0497583954728546,0.21134517208159181,0.03742404818436283,-0.41025641025641035,-0.05128205128205121,0.012550539722515115,0.2692307692307693,0.2692307692307693,0.2692307692307693
0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,19,17,14,1.0,2,-1,-3,5,-2,6,0,2,-4,-1,-5,-5,6,11,-3,7,0,-4,0,2,-0.20354596384008156,-0.26957591217601246,0.3684210526315789,-0.3341898938365157,-0.06133473384101737,0.13960685748583862,1.0,-0.36,-0.004951795025696816,-0.4,-0.4,-0.28
0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,-1,-1,6,-1.0,-1,0,-45,-27,-73,-48,0,8,-44,-32,-3,1,2,4,-22,1,-7,-5,-16,-23,0.25,-0.5,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,2,1,-3.0,0,0,17,39,127,164,-2,-1,10,30,0,-2,7,11,6,22,6,10,5,7,0.04481625820155344,-0.07446884979924628,-0.2451861360718871,-0.2991072006210778,-0.0438700912208061,0.03396519376334347,0.1333333333333333,-0.06666666666666665,0.0,0.2,0.2,0.033333333333333354
1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,-4,-11,-8,3.0,4,0,5,4,5,4,0,-1,2,-2,-2,-1,5,7,6,4,-1,0,0,0,0.08692799436974907,0.13675829383886257,0.059383753501400516,-0.027949214060756733,0.07610829437767452,0.08078297343482987,-1.0285714285714287,-0.23809523809523808,0.0030434844012597628,0.15238095238095237,0.15238095238095237,0.3904761904761904
1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,-4,-1,3,4.0,4,0,10,22,49,71,3,3,10,23,-1,-2,1,1,-5,5,-3,-5,18,22,-0.10953058321479375,-0.0873440285204991,0.0,-0.027272727272727226,0.022727272727272735,0.07727272727272727,0.0,0.0,0.0,0.0,0.0,0.0
1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,-15,-12,-3,3.0,2,0,-6,98,12,123,4,12,0,90,-23,-12,17,20,20,115,-24,-16,-2,-1,-0.02329660932165878,-0.16172043010752685,0.2894736842105263,-0.1717307051806098,-0.20977912011384625,-0.03838147576225512,-0.44444444444444464,-0.11111111111111116,0.0012376237623762376,0.2222222222222222,0.2222222222222222,0.22222222222222227
1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,-1,-4,-2,-3.0,2,0,25,26,29,31,1,1,25,26,0,0,0,0,2,1,2,3,21,22,-0.31220419202163624,-0.2039641168626501,-0.4230769230769231,0.10170603674540685,0.02493438320209973,0.2550306211723534,0.5,0.0,0.0,0.0,0.0,-0.5
0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,10,3,9,-2.0,-4,0,-15,18,-1,33,2,14,-41,-27,9,20,17,25,-7,22,-7,-3,-1,-1,-0.022073836945819436,-0.0009232323584231761,-0.020952380952380945,-0.12182305022066398,0.11153993755124114,0.08535245172431838,-0.7121212121212119,0.1515151515151516,0.004190869921677394,0.196969696969697,0.196969696969697,0.28787878787878785
1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,-7,-4,-9,0.0,-1,0,-3,27,28,77,2,0,4,31,-6,-5,-1,1,0,22,-5,3,2,2,0.15854652110151535,0.04253897847666632,0.2591185410334346,-0.0304988662131519,-0.11258503401360545,-0.25170068027210885,0.012820512820512775,0.14102564102564108,0.00011337868480725682,0.11538461538461536,0.11538461538461536,0.05128205128205121
1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,14,2,-14,0.0,0,-2,17,86,-20,41,-3,-9,-19,31,4,12,32,43,53,131,-16,-23,-20,-22,-0.11193273661608244,-0.07322879868052679,0.13043478260869568,0.19297491039426523,-0.029175627240143373,-0.02673835125448029,-0.5714285714285716,0.09999999999999998,-0.0014336917562724014,-0.12857142857142856,-0.12857142857142856,-0.12857142857142856
1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,5,3,1,-3.0,-3,0,-3,-4,-6,-9,-2,-6,-1,-4,-3,-1,1,1,-1,-2,-2,-2,0,0,0.0779890903729914,0.11371187644646086,0.08823529411764708,0.08836956521739131,0.03456521739130436,0.03402173913043478,0.38888888888888884,-0.06666666666666665,0.0007608695652173915,0.18888888888888888,0.18888888888888888,-0.2777777777777778
1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,-3,-5,-2,3.0,0,0,-6,-5,-21,-21,0,-1,-5,-4,3,1,-4,-2,-1,1,2,3,-7,-9,-0.02806779343602228,0.014434477781214594,0.0,0.0174692049272116,0.05419932810750279,0.10201567749160134,-0.5,0.5,0.026763717805151174,0.5,0.5,0.5
