fighter_A_stance_Orthodox,fighter_A_stance_Southpaw,fighter_A_stance_Switch,fighter_B_stance_Orthodox,fighter_B_stance_Southpaw,fighter_B_stance_Switch,is_title_fight_True,is_male_fight_True,weight_class_featherweight,weight_class_flyweight,weight_class_heavyweight,weight_class_light_heavyweight,weight_class_lightweight,weight_class_middleweight,weight_class_strawweight,weight_class_welterweight,diff_wins,diff_losses,diff_fight_age,diff_height_inches,diff_reach_inches,diff_knockdowns,diff_significant_strikes_landed,diff_significant_strikes_thrown,diff_total_strikes_landed,diff_total_strikes_thrown,diff_takedowns_landed,diff_takedowns_thrown,diff_head_strikes_landed,diff_head_strikes_thrown,diff_body_strikes_landed,diff_body_strikes_thrown,diff_leg_strikes_landed,diff_leg_strikes_thrown,diff_distance_strikes_landed,diff_distance_strikes_thrown,diff_clinch_strikes_landed,diff_clinch_strikes_thrown,diff_ground_strikes_landed,diff_ground_strikes_thrown,diff_strike_accuracy,diff_sig_strike_accuracy,diff_takedown_accuracy,diff_head_strike_ratio,diff_body_strike_ratio,diff_leg_strike_ratio,diff_fight_duration,diff_win_rate,diff_knockdown_percentage,diff_ko_rate,diff_submission_rate,diff_finish_rate
1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,-1.0,0.0,4.0,0.0,0.0,0.8333333333333333,-19.916666666666664,-48.625,-20.083333333333336,-49.041666666666664,0.0,0.0,-20.0,-49.29166666666667,-4.541666666666667,-5.458333333333333,4.625,6.125,-22.583333333333332,-50.875,-2.2083333333333335,-3.0833333333333335,4.875,5.333333333333334,0.3038023166637881,0.25793228385586836,0.0,-0.24467439458018592,-0.14655985432166893,0.10087151714443805,0.5053571428571428,0.3252976190476191,-0.0060578185933949725,-0.04102182539682542,-0.04102182539682542,-0.04102182539682542
