target,total_fight_rounds,win_by_ko,win_by_sub,win_by_decision,win_by_dq,win_by_overturn,diff_wins,diff_losses,diff_fight_age,diff_height_inches,diff_reach_inches,diff_knockdowns,diff_significant_strikes_landed,diff_significant_strikes_thrown,diff_total_strikes_landed,diff_total_strikes_thrown,diff_takedowns_landed,diff_takedowns_thrown,diff_head_strikes_landed,diff_head_strikes_thrown,diff_body_strikes_landed,diff_body_strikes_thrown,diff_leg_strikes_landed,diff_leg_strikes_thrown,diff_distance_strikes_landed,diff_distance_strikes_thrown,diff_clinch_strikes_landed,diff_clinch_strikes_thrown,diff_ground_strikes_landed,diff_ground_strikes_thrown,diff_strike_accuracy,diff_sig_strike_accuracy,diff_takedown_accuracy,diff_head_strike_ratio,diff_body_strike_ratio,diff_leg_strike_ratio,diff_fight_duration,diff_win_rate,diff_knockdown_percentage,diff_ko_rate,diff_submission_rate,diff_finish_rate
0,4,0,1,0,0,0,-7,6,0,-1,4,0,-19,-38,-8,-29,-3,-7,-24,-45,5,6,0,1,11,12,9,7,-39,-57,-0.12915436098201266,-0.08492569002123146,-0.44339622641509435,0.04289340101522843,0.11916243654822334,-0.01180203045685279,-1.0,0.0,0.07246192893401016,0.8888888888888888,0.8888888888888888,0.6666666666666667
